F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
Long-term,"3,103,470,359",0.21,"30,484,611",2.56,"9,302,742",0.11,"41,694,272",0.47,"19,216,670",5.34,"493,628,086",0.86,"56,189,019",1.92,"51,282,623",0.12,"7,558,932",0.00,"16,078,239",0.00,"129,018,206",1.04,"58,119,491",0.82,"17,039,063",0.00,"6,101,542",0.55,"164,245,168",0.61,"49,909,183",0.46,"18,887,264",0.93,"26,840,022",2.83,"48,440,969",1.02,"36,070,072",1.78,"8,194,957",1.11,"53,841,099",0.12,"95,802,435",0.25,"73,886,906",0.73,"55,282,843",0.73,"14,130,979",0.97,"46,440,256",1.18,"5,696,587",0.52,"14,623,526",1.37,"27,637,125",0.06,"10,307,708",0.33,"92,755,577",0.95,"15,994,120",0.66,"347,767,784",0.17,"46,030,988",0.89,"8,618,921",1.49,"92,862,710",1.81,"19,563,621",1.25,"38,522,318",0.69,"128,102,223",2.06,"11,610,022",0.02,"36,289,734",0.38,"6,463,176",6.53,"42,551,215",2.06,"287,122,257",0.73,"22,614,854",3.27,"4,558,678",1.48,"68,604,550",0.75,"87,136,510",0.82,"11,876,767",0.81,"46,555,130",0.83,"1,918,611",2.35
     Public debt for private purposes,"551,772,848",0.40,"591,766",4.38,"3,558,557",0.07,"5,222,600",1.88,"3,893,039",5.06,"53,917,890",1.36,"12,460,729",2.02,"13,105,144",0.10,"1,600,989",0.00,"1,141,155",0.00,"13,362,899",2.08,"7,594,887",3.57,"335,496",0.00,"2,317,265",0.00,"26,372,260",0.48,"14,445,382",0.29,"1,915,064",1.94,"6,437,569",11.00,"14,713,138",2.13,"13,020,099",0.03,"2,020,245",1.87,"12,338,974",0.00,"20,456,916",0.08,"13,386,738",1.87,"11,872,485",1.40,"1,487,288",5.53,"16,646,961",1.43,"2,390,038",0.08,"1,312,898",0.02,"2,890,123",0.00,"3,859,015",0.00,"13,480,936",0.05,"4,548,005",1.58,"67,568,218",0.39,"9,118,274",0.73,"2,100,938",0.07,"31,935,239",5.13,"1,538,366",0.67,"7,237,342",1.91,"37,210,339",0.70,"4,763,828",0.00,"5,075,760",0.55,"2,881,096",0.02,"13,642,476",0.42,"26,396,497",2.70,"3,780,888",0.26,"1,450,758",0.00,"9,200,961",0.63,"7,071,245",0.11,"5,028,047",0.50,"12,316,885",0.66,"759,141",0.06
Long-term debt issued,"394,575,014",0.46,"2,691,705",2.70,"798,468",0.60,"4,471,456",0.71,"1,995,907",2.50,"72,048,521",1.66,"6,843,442",3.38,"6,087,225",0.24,"500,128",0.00,"3,074,806",0.00,"11,300,098",5.09,"6,487,246",2.75,"3,173,316",0.00,"910,536",1.16,"26,045,393",1.20,"4,522,222",0.82,"3,316,202",1.67,"2,399,718",16.08,"3,186,761",2.17,"1,950,603",1.56,"1,227,571",1.40,"9,486,775",0.11,"8,103,040",1.64,"6,646,440",2.72,"7,652,421",1.55,"1,434,258",1.54,"5,458,995",0.54,"748,397",0.13,"1,677,863",2.46,"3,325,553",0.09,"1,801,642",0.52,"8,891,763",2.20,"2,322,162",0.23,"45,492,759",0.23,"8,467,542",1.71,"4,698,728",0.55,"10,885,117",0.56,"3,307,222",0.81,"4,451,557",1.45,"15,653,523",1.65,"1,500,534",0.00,"3,754,608",1.57,"1,163,471",0.16,"4,642,397",1.26,"35,400,344",1.77,"4,025,424",17.63,"847,151",0.14,"9,095,307",1.07,"10,772,256",1.19,"840,959",1.15,"8,784,182",2.13,"211,300",1.41
Long-term debt retired,"347,154,600",0.57,"3,687,553",2.57,"937,680",0.09,"5,934,078",2.26,"1,907,856",1.62,"49,740,908",3.41,"6,312,356",3.19,"4,917,610",0.24,"532,647",0.00,"1,749,701",0.00,"14,728,066",2.73,"6,834,442",2.03,"2,663,007",0.00,"1,104,302",0.34,"18,135,497",0.66,"3,396,037",0.57,"3,085,226",1.33,"3,022,702",0.47,"3,552,027",1.06,"3,087,637",1.19,"1,120,620",0.86,"8,026,098",0.09,"7,342,743",0.37,"7,366,541",1.74,"6,957,249",1.72,"1,979,711",1.39,"5,800,454",1.91,"589,676",2.05,"2,195,175",4.28,"2,210,959",0.06,"1,876,867",0.57,"12,482,528",2.84,"2,292,033",0.17,"42,580,960",0.17,"9,005,442",0.80,"4,467,862",0.53,"7,355,999",0.85,"3,057,358",0.57,"3,096,868",1.23,"13,659,439",2.07,"1,476,507",0.02,"3,958,164",0.72,"760,056",2.34,"3,979,313",1.45,"28,856,070",1.07,"3,576,875",15.40,"761,752",0.68,"7,022,842",1.61,"9,889,579",1.32,"597,572",0.76,"7,293,558",1.31,"188,399",2.37
            Cash and security holdings,"7,342,599,505",0.12,"68,304,318",0.33,"99,574,156",0.05,"97,572,134",0.27,"50,260,470",0.56,"1,337,106,384",0.44,"119,809,974",0.99,"72,762,183",2.35,"19,628,738",0.00,"18,187,637",0.00,"376,132,544",0.78,"163,336,183",0.84,"33,032,786",0.00,"31,633,837",0.43,"283,662,480",0.39,"84,185,472",0.36,"60,727,711",0.28,"44,530,929",2.21,"65,823,565",0.58,"94,712,774",0.13,"24,013,380",0.47,"112,493,285",0.34,"143,624,312",0.38,"164,051,075",0.44,"120,401,763",0.31,"44,890,086",0.27,"129,371,095",0.94,"24,668,089",0.37,"37,170,955",0.40,"64,566,027",0.16,"19,722,606",0.33,"146,914,638",0.89,"69,797,071",0.13,"738,628,496",0.07,"152,956,282",0.13,"36,725,502",1.20,"331,239,760",0.58,"64,003,462",0.24,"134,874,960",0.34,"222,928,184",1.35,"21,836,032",0.31,"68,384,836",0.21,"22,038,033",0.44,"106,414,588",0.43,"591,881,445",0.25,"56,072,363",0.60,"10,892,557",0.42,"158,008,043",0.31,"178,993,683",0.39,"29,679,803",0.13,"157,363,342",0.08,"37,009,476",0.83
Insurance trust funds,"4,591,324,893",0.10,"41,717,404",0.06,"16,478,542",0.00,"54,523,290",0.01,"32,038,671",0.03,"944,752,910",0.04,"64,456,935",1.13,"47,453,645",3.60,"11,312,652",0.00,"12,051,658",0.00,"208,212,045",1.15,"115,144,341",1.13,"17,733,054",0.00,"18,811,080",0.00,"182,230,810",0.38,"31,598,751",0.20,"38,160,907",0.00,"23,212,718",0.00,"35,747,735",0.02,"55,503,287",0.11,"15,460,427",0.00,"79,834,394",0.47,"88,426,689",0.59,"102,122,689",0.46,"73,015,762",0.02,"30,990,350",0.00,"82,633,155",1.15,"13,740,505",0.00,"19,688,098",0.00,"43,822,902",0.00,"9,736,985",0.00,"83,332,184",0.00,"30,168,360",0.00,"554,574,834",0.00,"105,047,541",0.00,"8,302,050",0.00,"216,935,572",0.00,"36,375,403",0.18,"93,625,648",0.00,"122,873,292",2.05,"11,105,372",0.61,"34,333,939",0.00,"13,128,376",0.00,"61,591,196",0.47,"291,376,699",0.15,"34,669,927",0.00,"5,520,865",0.00,"98,636,647",0.27,"122,876,510",0.02,"18,065,086",0.01,"127,039,188",0.00,"11,133,813",0.00
     Unemployment compensation,"129,623,650",0.00,"1,291,898",0.00,"899,464",0.00,"1,703,926",0.00,"1,441,832",0.00,"5,940,746",0.00,"1,905,858",0.00,"1,153,748",0.00,"301,350",0.00,"481,740",0.00,"7,748,516",0.00,"4,238,348",0.00,"1,064,924",0.00,"1,220,102",0.00,"3,878,388",0.00,"1,206,006",0.00,"2,175,616",0.00,"1,539,306",0.00,"1,086,912",0.00,"1,971,848",0.00,"892,624",0.00,"2,470,790",0.00,"2,510,544",0.00,"8,204,170",0.00,"3,018,428",0.00,"1,352,220",0.00,"1,837,066",0.00,"624,184",0.00,"879,272",0.00,"2,574,610",0.00,"618,786",0.00,"4,907,204",0.00,"895,596",0.00,"4,964,152",0.00,"6,831,832",0.00,"308,714",0.00,"1,864,380",0.00,"2,122,938",0.00,"8,443,630",0.00,"5,529,976",0.00,"808,312",0.00,"1,740,310",0.00,"240,172",0.00,"2,352,576",0.00,"3,582,960",0.00,"2,195,840",0.00,"863,212",0.00,"2,650,040",0.00,"8,931,256",0.00,"273,544",0.00,"3,248,862",0.00,"634,922",0.00
     Employee retirement,"4,346,219,085",0.10,"40,425,506",0.06,"15,558,915",0.00,"52,819,364",0.01,"30,482,657",0.03,"908,694,328",0.04,"59,728,492",1.22,"46,249,989",3.70,"11,007,622",0.00,"11,569,918",0.00,"200,181,018",1.19,"110,890,901",1.17,"16,668,130",0.00,"16,803,770",0.00,"178,271,176",0.39,"30,390,456",0.21,"35,985,291",0.00,"21,662,797",0.00,"33,449,974",0.02,"53,286,993",0.12,"14,556,823",0.00,"77,073,522",0.49,"85,794,966",0.61,"93,882,653",0.50,"69,932,249",0.02,"29,638,130",0.00,"80,788,242",1.18,"11,638,772",0.00,"18,806,690",0.00,"41,248,292",0.00,"9,118,199",0.00,"78,096,249",0.00,"29,223,487",0.00,"532,232,799",0.00,"98,215,709",0.00,"6,076,006",0.00,"191,252,702",0.00,"34,252,465",0.19,"80,324,193",0.00,"115,825,161",2.17,"10,190,121",0.66,"32,018,090",0.00,"12,887,699",0.00,"59,238,620",0.49,"281,104,569",0.15,"32,335,757",0.00,"4,657,653",0.00,"95,980,564",0.28,"97,161,596",0.02,"16,252,070",0.01,"123,775,463",0.00,"8,512,277",0.00
     Workers' compensation,"104,917,064",0.00,0,0.00,"20,163",0.00,0,0.00,"114,182",0.00,"20,372,299",0.00,"2,744,352",0.00,"49,908",0.00,"3,680",0.00,0,0.00,"282,511",0.00,0,0.00,0,0.00,"787,208",0.00,"68,174",0.00,"2,289",0.00,0,0.00,"10,615",0.00,"1,210,849",0.00,"32,857",0.00,"10,980",0.00,"94,165",0.00,"61,241",0.00,"35,866",0.00,"65,085",0.00,0,0.00,"7,847",0.00,"1,477,549",0.00,"2,136",0.00,0,0.00,0,0.00,"189,954",0.00,"49,277",0.00,"17,377,883",0.00,0,0.00,"1,917,330",0.00,"23,818,490",0.00,0,0.00,"4,857,825",0.00,"1,518,155",0.00,0,0.00,"575,539",0.00,505,0.00,0,0.00,"6,689,170",0.00,"138,330",0.00,0,0.00,"6,043",0.00,"16,783,658",0.00,"1,539,472",0.00,"14,863",0.00,"1,986,614",0.00
     Miscellaneous,"10,565,094",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"9,745,537",0.00,"78,233",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"15,092",0.00,0,0.00,0,0.00,"13,072",0.00,0,0.00,0,0.00,0,0.00,0,0.00,"211,589",0.00,0,0.00,"195,917",0.00,"59,938",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"138,777",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"106,939",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
Other than insurance trust funds,"2,751,274,612",0.27,"26,586,914",0.84,"83,095,614",0.06,"43,048,844",0.61,"18,221,798",1.54,"392,353,475",1.49,"55,353,039",1.68,"25,308,538",0.32,"8,316,085",0.01,"6,135,979",0.00,"167,920,500",1.02,"48,191,841",0.90,"15,299,732",0.00,"12,822,757",1.05,"101,431,671",0.86,"52,586,721",0.57,"22,566,804",0.74,"21,318,211",4.62,"30,075,831",1.27,"39,209,487",0.27,"8,552,953",1.32,"32,658,891",0.25,"55,197,623",0.31,"61,928,386",0.90,"47,386,001",0.79,"13,899,736",0.88,"46,737,940",1.62,"10,927,584",0.83,"17,482,856",0.86,"20,743,125",0.49,"9,985,621",0.64,"63,582,454",2.05,"39,628,711",0.23,"184,053,662",0.27,"47,908,741",0.40,"28,423,452",1.56,"114,304,188",1.69,"27,628,059",0.51,"41,249,312",1.12,"100,054,892",1.66,"10,730,660",0.07,"34,050,897",0.42,"8,909,657",1.09,"44,823,392",0.80,"300,504,746",0.48,"21,402,436",1.58,"5,371,692",0.85,"59,371,397",0.71,"56,117,173",1.25,"11,614,717",0.34,"30,324,154",0.41,"25,875,663",1.18
   By purpose:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
          Offsets to debt,"753,289,828",0.32,"2,629,405",2.39,"4,012,833",0.07,"9,192,428",1.48,"4,919,069",4.11,"63,004,066",1.15,"15,553,896",3.06,"15,893,437",0.12,"1,829,230",0.00,"1,281,453",0.00,"21,093,219",2.88,"9,404,336",3.02,"1,259,906",0.00,"3,104,660",0.67,"34,610,806",0.37,"22,096,497",0.21,"5,851,480",1.31,"9,565,885",7.40,"15,854,264",1.98,"15,365,077",0.33,"3,629,896",1.13,"15,090,301",0.00,"26,007,230",0.07,"16,766,314",1.50,"17,808,209",1.06,"2,744,221",3.69,"19,336,710",1.37,"2,990,723",0.11,"2,416,458",0.91,"5,238,626",0.27,"4,823,120",0.00,"20,415,738",0.38,"5,867,021",1.23,"92,681,223",0.29,"10,594,932",0.63,"3,335,739",2.28,"45,528,889",3.62,"4,757,342",0.63,"10,197,425",1.36,"38,207,498",0.92,"6,558,025",0.00,"7,430,352",0.81,"3,155,055",0.08,"18,675,358",0.34,"51,267,036",1.55,"5,017,772",0.30,"2,316,618",0.11,"19,858,929",1.04,"11,025,062",0.72,"5,288,328",0.48,"16,920,321",0.48,"817,410",0.76
          Bond funds,"232,575,938",0.76,"2,309,061",3.12,"379,215",0.00,"2,840,672",1.48,"1,982,271",3.56,"42,091,418",3.41,"5,275,157",4.70,"1,290,902",0.42,"497,743",0.00,0,0.00,"10,594,608",1.43,"6,698,277",1.57,"702,569",0.00,"1,001,194",0.89,"8,051,740",2.86,"2,006,680",3.53,"1,458,835",2.32,"2,032,991",0.62,"1,473,609",3.82,"2,705,005",1.05,"446,826",5.11,"2,696,647",0.58,"4,654,955",2.22,"4,122,832",1.00,"1,375,555",4.65,"901,055",2.32,"2,175,070",3.25,"731,397",0.33,"801,417",0.39,"2,931,838",0.10,"325,381",0.74,"5,774,095",3.65,"1,652,387",0.21,"12,507,131",0.91,"5,754,788",1.71,"608,863",0.69,"8,637,274",0.81,"2,087,259",1.87,"5,074,449",0.74,"11,695,725",2.28,"513,856",0.00,"3,015,143",1.12,"197,542",0.42,"4,070,995",1.49,"35,891,054",1.87,"3,620,107",4.43,"134,274",4.02,"5,275,131",3.27,"8,314,428",5.11,"430,857",0.09,"2,337,305",2.51,"428,353",0.60
          Other,"1,765,408,846",0.36,"21,648,448",0.85,"78,703,567",0.07,"31,015,744",0.62,"11,320,459",1.54,"287,257,990",1.83,"34,523,986",1.61,"8,124,199",0.98,"5,989,112",0.01,"4,854,526",0.00,"136,232,673",1.14,"32,089,228",0.95,"13,337,257",0.00,"8,716,903",1.55,"58,769,125",1.21,"28,483,543",0.95,"15,256,490",1.05,"9,719,336",7.03,"12,747,958",1.59,"21,139,405",0.28,"4,476,232",2.08,"14,871,943",0.57,"24,535,438",0.46,"41,039,239",1.18,"28,202,237",1.22,"10,254,460",0.63,"25,226,161",2.80,"7,205,464",1.27,"14,264,981",1.05,"12,572,661",0.74,"4,837,120",1.32,"37,392,620",3.42,"32,109,303",0.11,"78,865,308",0.53,"31,559,021",0.36,"24,478,850",1.50,"60,138,025",1.61,"20,783,458",0.64,"25,977,437",1.69,"50,151,668",2.85,"3,658,779",0.19,"23,605,402",0.48,"5,557,060",1.75,"22,077,039",1.59,"213,346,656",0.46,"12,764,558",1.59,"2,920,799",1.45,"34,237,337",0.81,"36,777,684",1.47,"5,895,531",0.54,"11,066,529",0.69,"24,629,900",1.24
"Revision date: June 26, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
